indicador,periodo,codigo_ine,valor,indice,categoria,no_agregar,texto
48,2023,43017,24143.00,100,,,
48,2015,43018,9278.00,0,,,
48,2016,43018,9551.00,0,,,
48,2017,43018,9722.00,0,,,
48,2018,43018,10353.00,6.647030728,,,
48,2019,43018,10729.00,14.12991562,,,
48,2020,43018,11447.00,28.41904155,,,
48,2021,43018,12112.00,41.65339914,,,
48,2022,43018,12609.00,51.54434007,,,
48,2023,43018,13655.00,72.361089,,,
48,2015,43019,14602.00,91.20761025,,,
48,2016,43019,14327.00,85.73475561,,,
48,2017,43019,15041.00,99.94427639,,,
48,2018,43019,15787.00,100,,,
48,2019,43019,15565.00,100,,,
48,2020,43019,15625.00,100,,,
48,2021,43019,16222.00,100,,,
48,2022,43019,16458.00,100,,,
48,2023,43019,17677.00,100,,,
48,2015,43020,11007.00,19.66247413,,,
48,2016,43020,11398.00,27.44387836,,,
48,2017,43020,11854.00,36.51886642,,,
48,2018,43020,12197.00,43.34500876,,,
48,2019,43020,12815.00,55.64400573,,,
48,2020,43020,13073.00,60.77853845,,,
48,2021,43020,13692.00,73.09743671,,,
48,2022,43020,14273.00,84.66008597,,,
48,2023,43020,15249.00,100,,,
48,2015,43021,11495.00,29.37430345,,,
48,2016,43021,11550.00,30.46887438,,,
48,2017,43021,12182.00,43.04648941,,,
48,2018,43021,12883.00,56.99729342,,,
48,2019,43021,12980.00,58.92771852,,,
48,2020,43021,12209.00,43.58382423,,,
48,2021,43021,13052.00,60.36061137,,,
48,2022,43021,13949.00,78.21206814,,,
48,2023,43021,15297.00,100,,,
48,2015,43022,8756.00,0,,,
48,2016,43022,8525.00,0,,,
48,2017,43022,9164.00,0,,,
48,2018,43022,9385.00,0,,,
48,2019,43022,9992.00,0,,,
48,2020,43022,10134.00,2.288648304,,,
48,2021,43022,10176.00,3.124502468,,,
48,2022,43022,10999.00,19.50326381,,,
48,2023,43022,11670.00,32.85702914,,,
48,2015,43023,9557.00,0,,,
48,2016,43023,9690.00,0,,,
48,2017,43023,9797.00,0,,,
48,2018,43023,11020.00,19.92119089,,,
48,2019,43023,11433.00,28.1404235,,,
48,2020,43023,11456.00,28.59815316,,,
48,2021,43023,12206.00,43.52412036,,,
48,2022,43023,12302.00,45.43464416,,,
48,2023,43023,13458.00,68.44053495,,,
48,2015,43024,9341.00,0,,,
48,2016,43024,9559.00,0,,,
48,2017,43024,10095.00,1.51249801,,,
48,2018,43024,10348.00,6.54752428,,,
48,2019,43024,11202.00,23.5432256,,,
48,2020,43024,11401.00,27.50358223,,,
48,2021,43024,11877.00,36.97659608,,,
48,2022,43024,12585.00,51.06670912,,,
48,2023,43024,13474.00,68.75895558,,,
48,2015,43025,10110.00,1.811017354,,,
48,2016,43025,9868.00,0,,,
48,2017,43025,10489.00,9.353606114,,,
48,2018,43025,10808.00,15.7021175,,,
48,2019,43025,11192.00,23.3442127,,,
48,2020,43025,11716.00,33.77248846,,,
48,2021,43025,12154.00,42.4892533,,,
48,2022,43025,12639.00,52.14137876,,,
48,2023,43025,14154.00,82.29183251,,,
48,2015,43026,9593.00,0,,,
48,2016,43026,9698.00,0,,,
48,2017,43026,10134.00,2.288648304,,,
48,2018,43026,10561.00,10.78649897,,,
48,2019,43026,10999.00,19.50326381,,,
48,2020,43026,11339.00,26.26970228,,,
48,2021,43026,12035.00,40.12099984,,,
48,2022,43026,12368.00,46.74812928,,,
48,2023,43026,13049.00,60.3009075,,,
48,2015,43027,8273.00,0,,,
48,2016,43027,8789.00,0,,,
48,2017,43027,9301.00,0,,,
48,2018,43027,9537.00,0,,,
48,2019,43027,9338.00,0,,,
48,2020,43027,9795.00,0,,,
48,2021,43027,10517.00,9.910842223,,,
48,2022,43027,10675.00,13.05524598,,,
48,2023,43027,11033.00,20.17990766,,,
48,2015,43028,9735.00,0,,,
48,2016,43028,9939.00,0,,,
48,2017,43028,10476.00,9.094889349,,,
48,2018,43028,11215.00,23.80194237,,,
48,2019,43028,11743.00,34.30982328,,,
48,2020,43028,11778.00,35.00636841,,,
48,2021,43028,12075.00,40.91705142,,,
48,2022,43028,12541.00,50.19105238,,,
48,2023,43028,13410.00,67.48527305,,,
48,2015,43029,11309.00,25.67266359,,,
48,2016,43029,11889.00,37.21541156,,,
48,2017,43029,12666.00,52.67871358,,,
48,2018,43029,13391.00,67.10714854,,,
48,2019,43029,14380.00,86.78952396,,,
48,2020,43029,13324.00,65.77376214,,,
48,2021,43029,14035.00,79.92357905,,,
48,2022,43029,15045.00,100,,,
48,2023,43029,15791.00,100,,,
48,2015,43030,8660.00,0,,,
48,2016,43030,9221.00,0,,,
48,2017,43030,9797.00,0,,,
48,2018,43030,10364.00,6.865944913,,,
48,2019,43030,10959.00,18.70721223,,,
48,2020,43030,10726.00,14.07021175,,,
48,2021,43030,11336.00,26.20999841,,,
48,2022,43030,12501.00,49.3950008,,,
48,2023,43030,13199,63.28610094,,,
48,2015,43031,10634,12.23929311,,,
48,2016,43031,11325,25.99108422,,,
48,2017,43031,11491,29.2946983,,,
48,2018,43031,12065,40.71803853,,,
48,2019,43031,12847,56.280847,,,
48,2020,43031,12319.00,45.77296609,,,
48,2021,43031,12830.00,55.94252508,,,
48,2022,43031,13382.00,66.92803694,,,
48,2023,43031,14243.00,84.06304729,,,
48,2015,43032,9827.00,0,,,
48,2016,43032,10187.00,3.343416653,,,
48,2017,43032,10247.00,4.53749403,,,
48,2018,43032,10415.00,7.880910683,,,
48,2019,43032,11101.00,21.53319535,,,
48,2020,43032,10934.00,18.20967999,,,
48,2021,43032,11476.00,28.99617895,,,
48,2022,43032,12184.00,43.08629199,,,
48,2023,43032,12995.00,59.22623786,,,
48,2015,43033,11836.00,36.16064321,,,
48,2016,43033,11890.00,37.23531285,,,
48,2017,43033,12391.00,47.20585894,,,
48,2018,43033,13457.00,68.42063366,,,
48,2019,43033,13635.00,71.96306321,,,
48,2020,43033,13312.00,65.53494666,,,
48,2021,43033,13985.00,78.92851457,,,
48,2022,43033,14529.00,89.75481611,,,
48,2023,43033,15430.00,100,,,
48,2015,43034,10789.00,15.32399299,,,
48,2016,43034,11152.00,22.54816112,,,
48,2017,43034,11825.00,35.94172902,,,
48,2018,43034,11869.00,36.81738577,,,
48,2019,43034,12843.00,56.20124184,,,
48,2020,43034,12501.00,49.3950008,,,
48,2021,43034,13362.00,66.53001114,,,
48,2022,43034,13867.00,76.58016239,,,
48,2023,43034,15041.00,99.94427639,,,
48,2015,43035,8541.00,0,,,
48,2016,43035,8742.00,0,,,
48,2017,43035,8838.00,0,,,
48,2018,43035,9155.00,0,,,
48,2019,43035,10053.00,0.6766438465,,,
48,2020,43035,10316.00,5.910683012,,,
48,2021,43035,11161.00,22.72727273,,,
48,2022,43035,11988.00,39.18563923,,,
48,2023,43035,13074.00,60.79843974,,,
48,2015,43036,10120.00,2.01003025,,,
48,2016,43036,10184.00,3.283712785,,,
48,2017,43036,10518.00,9.930743512,,,
48,2018,43036,11439.00,28.25983124,,,
48,2019,43036,11911.00,37.65323993,,,
48,2020,43036,12245.00,44.30027066,,,
48,2021,43036,12233.00,44.06145518,,,
48,2022,43036,13012.00,59.56455978,,,
48,2023,43036,13479.00,68.85846203,,,
48,2015,43037,10588.00,11.32383378,,,
48,2016,43037,10774.00,15.02547365,,,
48,2017,43037,11070.00,20.91625537,,,
48,2018,43037,11510.00,29.6728228,,,
48,2019,43037,11942.00,38.27017991,,,
48,2020,43037,12045.00,40.32001274,,,
48,2021,43037,12757.00,54.48973093,,,
48,2022,43037,13298.00,65.25632861,,,
48,2023,43037,14148.00,82.17242477,,,
48,2015,43038,11503.00,29.53351377,,,
48,2016,43038,12002.00,39.46425728,,,
48,2017,43038,12294.00,45.27543385,,,
48,2018,43038,12717.00,53.69367935,,,
48,2019,43038,13076.00,60.83824232,,,
48,2020,43038,12988.00,59.08692883,,,
48,2021,43038,14012.00,79.46584939,,,
48,2022,43038,14671.00,92.58079924,,,
48,2023,43038,15716.00,100,,,
48,2015,43039,12306.00,45.51424932,,,
48,2016,43039,12587.00,51.1065117,,,
48,2018,43039,13422.00,67.72408852,,,
48,2019,43039,14029.00,79.80417131,,,
48,2020,43039,15365.00,100,,,
48,2021,43039,15556.00,100,,,
48,2022,43039,16799.00,100,,,
48,2023,43039,17356.00,100,,,
48,2015,43040,12436.00,48.10141697,,,
48,2016,43040,12496.00,49.29549435,,,
48,2017,43040,12831.00,55.96242637,,,
48,2018,43040,12610.00,51.56424136,,,
48,2019,43040,12556.00,50.48957172,,,
48,2020,43040,12962.00,58.5694953,,,
48,2021,43040,12994.00,59.20633657,,,
48,2022,43040,14364.00,86.47110333,,,
48,2023,43040,14682.00,92.79971342,,,
48,2015,43041,8511.00,0,,,
48,2016,43041,8458.00,0,,,
48,2017,43041,8873.00,0,,,
48,2018,43041,10650.00,12.55771374,,,
48,2019,43041,10878.00,17.09520777,,,
48,2020,43041,11205.00,23.60292947,,,
48,2021,43041,11069.00,20.89635408,,,
48,2022,43041,11847.00,36.3795574,,,
48,2023,43041,12384.00,47.06654991,,,
48,2015,43042,14017.00,79.56535584,,,
48,2016,43042,14766.00,94.47142175,,,
48,2017,43042,14759.00,94.33211272,,,
48,2018,43042,15490.00,100,,,
48,2019,43042,16502.00,100,,,
48,2020,43042,16628.00,100,,,
48,2021,43042,17394.00,100,,,
48,2022,43042,18764.00,100,,,
48,2023,43042,20268.00,100,,,
48,2015,43043,12834.00,56.02213023,,,
48,2016,43043,13221.00,63.72392931,,,
48,2017,43043,13921.00,77.65483203,,,
48,2018,43043,14422.00,87.62537812,,,
48,2019,43043,14972.00,98.57108741,,,
48,2020,43043,14852.00,96.18293265,,,
48,2021,43043,16001.00,100,,,
48,2022,43043,16578.00,100,,,
48,2023,43043,17845.00,100,,,
48,2015,43044,8678.00,0,,,
48,2016,43044,8800.00,0,,,
48,2017,43044,9195.00,0,,,
48,2018,43044,9616.00,0,,,
48,2019,43044,10160.00,2.806081834,,,
48,2020,43044,10819.00,15.92103168,,,
48,2021,43044,11377.00,27.02595128,,,
48,2022,43044,11655.00,32.55850979,,,
48,2023,43044,12333.00,46.05158414,,,
48,2015,43045,10868.00,16.89619487,,,
48,2016,43045,11093.00,21.37398503,,,
48,2017,43045,11788.00,35.20538131,,,
48,2018,43045,11653.00,32.51870721,,,
48,2019,43045,11884.00,37.11590511,,,
48,2020,43045,12002.00,39.46425728,,,
48,2021,43045,13398.00,67.24645757,,,
48,2022,43045,14055.00,80.32160484,,,
48,2023,43045,14508.00,89.33688903,,,
48,2015,43046,14084.00,80.89874224,,1,
48,2016,43046,15041.00,99.94427639,,,
48,2017,43046,15583.00,100,,,
48,2018,43046,16426.00,100,,,
48,2020,43046,14739.00,93.93408693,,,
48,2021,43046,14404.00,87.26715491,,,
48,2022,43046,13966.00,78.55039007,,,
48,2023,43046,15028.00,99.68555962,,,
48,2015,43047,9074.00,0,,,
48,2016,43047,9221.00,0,,,
48,2017,43047,9612.00,0,,,
48,2018,43047,10058.00,0.7761502945,,,
48,2019,43047,10342.00,6.428116542,,,
48,2020,43047,10326.00,6.109695908,,,
48,2021,43047,10881.00,17.15491164,,,
48,2022,43047,11364.00,26.76723452,,,
48,2023,43047,12108.00,41.57379398,,,
48,2015,43048,9098.00,0,,,
48,2016,43048,9454.00,0,,,
48,2017,43048,9959.00,0,,,
48,2018,43048,10477.00,9.114790638,,,
48,2019,43048,10860.00,16.73698456,,,
48,2020,43048,11098.00,21.47349148,,,
48,2021,43048,11216.00,23.82184366,,,
48,2022,43048,12232.00,44.04155389,,,
48,2023,43048,12631.00,51.98216844,,,
48,2015,43049,10503.00,9.632224168,,,
48,2016,43049,10595.00,11.46314281,,,
48,2017,43049,11279.00,25.0756249,,,
48,2018,43049,11762.00,34.68794778,,,
48,2019,43049,12607.00,51.50453749,,,
48,2020,43049,12793.00,55.20617736,,,
48,2021,43049,13558.00,70.43066391,,,
48,2022,43049,13906.00,77.35631269,,,
48,2023,43049,14686.00,92.87931858,,,
48,2015,43050,10674.00,13.03534469,,,
48,2016,43050,10715,13.85129756,,,
48,2017,43050,11131,22.13023404,,,
48,2018,43050,11364,26.76723452,,,
48,2019,43050,12152,42.44945072,,,
48,2020,43050,12324,45.87247254,,,
48,2021,43050,13119,61.69399777,,,
48,2022,43050,13679,72.83871995,,,
48,2023,43050,14487.00,88.91896195,,,
48,2015,43051,10661.00,12.77662793,,,
48,2016,43051,10723.00,14.01050788,,,
48,2017,43051,11103.00,21.57299793,,,
48,2018,43051,11580.00,31.06591307,,,
48,2019,43051,11718.00,33.81229104,,,
48,2020,43051,12015.00,39.72297405,,,
48,2021,43051,12390.00,47.18595765,,,
48,2022,43051,12936.00,58.05206177,,,
48,2023,43051,14003.00,79.28673778,,,
48,2015,43052,10382.00,7.224168126,,,
48,2016,43052,10651.00,12.57761503,,,
48,2017,43052,10877.00,17.07530648,,,
48,2018,43052,10853.00,16.59767553,,,
48,2019,43052,11590.00,31.26492597,,,
48,2020,43052,11955.00,38.52889667,,,
48,2021,43052,12472.00,48.8178634,,,
48,2022,43052,12657.00,52.49960197,,,
48,2023,43052,13790.00,75.0477631,,,
48,2015,43053,11704.00,33.53367298,,,
48,2016,43053,11751.00,34.46903359,,,
48,2017,43053,11238.00,24.25967203,,,
48,2018,43053,11557.00,30.60818341,,,
48,2019,43053,12085.00,41.11606432,,,
48,2020,43053,12967.00,58.66900175,,,
48,2021,43053,13088.00,61.07705779,,,
48,2022,43053,14160.00,82.41124025,,,
48,2023,43053,15459.00,100,,,
48,2015,43054,11165.00,22.80687789,,,
48,2016,43054,11433.00,28.1404235,,,
48,2017,43054,11920.00,37.83235154,,,
48,2018,43054,12354.00,46.46951122,,,
48,2019,43054,13016.00,59.64416494,,,
48,2020,43054,13128.00,61.87310938,,,
48,2021,43054,13584.00,70.94809744,,,
48,2022,43054,14174.00,82.6898583,,,
48,2023,43054,14785.00,94.84954625,,,
48,2015,43055,11112.00,21.75210954,,,
48,2016,43055,11578.00,31.02611049,,,
48,2017,43055,11739.00,34.23021812,,,
48,2018,43055,12559.00,50.54927559,,,
48,2019,43055,13086.00,61.03725521,,,
48,2020,43055,13234.00,63.98264608,,,
48,2021,43055,13407.00,67.42556918,,,
48,2022,43055,14155.00,82.3117338,,,
48,2023,43055,15002.00,99.16812609,,,
48,2015,43056,10854.00,16.61757682,,,
48,2016,43056,10941.00,18.34898901,,,
48,2017,43056,11472.00,28.91657379,,,
48,2018,43056,11924.00,37.91195669,,,
48,2019,43056,11909.00,37.61343735,,,
48,2020,43056,12379.00,46.96704346,,,
48,2021,43056,12983.00,58.98742238,,,
48,2022,43056,13470.00,68.67935042,,,
48,2023,43056,14858.00,96.30234039,,,
48,2020,43057,16480.00,100,,,
48,2021,43057,17030.00,100,,,
48,2015,43058,10413.00,7.841108104,,,
48,2016,43058,9868.00,0,,,
48,2017,43058,10162.00,2.845884413,,,
48,2018,43058,11534.00,30.15045375,,,
48,2019,43058,10903.00,17.59274001,,,
48,2020,43058,11955.00,38.52889667,,,
48,2021,43058,12488.00,49.13628403,,,
48,2022,43058,12193.00,43.2654036,,,
48,2023,43058,12753.00,54.41012578,,,
48,2015,43059,14803.00,95.20776946,,,
48,2016,43059,11807.00,35.58350581,,,
48,2017,43059,12612.00,51.60404394,,,
48,2018,43059,13011.00,59.54465849,,,
48,2019,43059,14239.00,83.98344213,,,
48,2020,43059,14707.00,93.29724566,,,
48,2021,43059,15120.00,100,,,
48,2022,43059,15585.00,100,,,
48,2023,43059,18212.00,100,,,
48,2015,43060,13842.00,76.08263015,,,
48,2016,43060,13803.00,75.30647986,,,
48,2017,43060,14717.00,93.49625856,,,
48,2018,43060,15022.00,99.56615189,,,
48,2019,43060,15154.00,100,,,
48,2020,43060,14985.00,98.82980417,,,
48,2021,43060,15621.00,100,,,
48,2022,43060,15762.00,100,,,
48,2023,43060,17209.00,100,,,
48,2020,43061,16480.00,100,,,
48,2021,43061,17030.00,100,,,
48,2022,43061,17869.00,100,,,
48,2015,43062,9399.00,0,,,
48,2016,43062,9058.00,0,,,
48,2017,43062,10430.00,8.179430027,,,
48,2018,43062,10979.00,19.10523802,,,
48,2019,43062,11469.00,28.85686993,,,
48,2020,43062,11521.00,29.89173698,,,
48,2021,43062,13365.00,66.58971501,,,
48,2022,43062,12778.00,54.90765802,,,
48,2023,43062,13795.00,75.14726954,,,
48,2015,43063,8654.00,0,,,
48,2016,43063,8552.00,0,,,
48,2017,43063,9158.00,0,,,
48,2018,43063,9185.00,0,,,
48,2019,43063,9410.00,0,,,
48,2020,43063,10312.00,5.831077854,,,
48,2021,43063,10419.00,7.960515841,,,
48,2022,43063,11002.00,19.56296768,,,
48,2023,43063,11820.00,35.84222258,,,
48,2015,43064,10010.00,0,,,
48,2016,43064,10051.00,0.6368412673,,,
48,2017,43064,10609.00,11.74176087,,,
48,2018,43064,11042.00,20.35901926,,,
48,2019,43064,11898.00,37.39452317,,,
48,2020,43064,11681.00,33.07594332,,,
48,2021,43064,12107.00,41.55389269,,,
48,2022,43064,12561.00,50.58907817,,,
48,2023,43064,13430.00,67.88329884,,,
48,2015,43065,9935.00,0,,,
48,2016,43065,10511.00,9.791434485,,,
48,2017,43065,11207.00,23.64273205,,,
48,2018,43065,11016.00,19.84158573,,,
48,2019,43065,11550.00,30.46887438,,,
48,2020,43065,12254.00,44.47938226,,,
48,2021,43065,12974.00,58.80831078,,,
48,2022,43065,12230.00,44.00175131,,,
48,2023,43065,13742.00,74.09250119,,,
48,2015,43066,11276.00,25.01592103,,,
48,2016,43066,11511.00,29.69272409,,,
48,2017,43066,12258.00,44.55898742,,,
48,2018,43066,13248.00,64.26126413,,,
48,2019,43066,14273.00,84.66008597,,,
48,2020,43066,14292.00,85.03821048,,,
48,2021,43066,14233.00,83.86403439,,,
48,2022,43066,15631.00,100,,,
48,2023,43066,17095.00,100,,,
48,2015,43067,9524.00,0,,,
48,2016,43067,9650.00,0,,,
48,2017,43067,10192.00,3.442923101,,,
48,2018,43067,10424.00,8.060022289,,,
48,2019,43067,11114.00,21.79191212,,,
48,2020,43067,11076.00,21.03566311,,,
48,2021,43067,11715.00,33.75258717,,,
48,2022,43067,12264.00,44.67839516,,,
48,2023,43067,13775.00,74.74924375,,,
48,2015,43068,8735.00,0,,,
48,2016,43068,8195.00,0,,,
48,2017,43068,9680.00,0,,,
48,2018,43068,10229.00,4.179270817,,,
48,2019,43068,10304.00,5.671867537,,,
48,2020,43068,10360.00,6.786339755,,,
48,2021,43068,10838.00,16.29915619,,,
48,2022,43068,11272.00,24.93631587,,,
48,2023,43068,12864.00,56.61916892,,,
48,2015,43069,10690.00,13.35376532,,,
48,2016,43069,11606.00,31.5833466,,,
48,2017,43069,11406.00,27.60308868,,,
48,2018,43069,11436.00,28.20012737,,,
48,2019,43069,12027.00,39.96178952,,,
48,2020,43069,12404.00,47.4645757,,,
48,2021,43069,13690.00,73.05763413,,,
48,2022,43069,14897.00,97.07849069,,,
48,2023,43069,15124.00,100,,,
48,2015,43070,11640.00,32.25999045,,,
48,2016,43070,11782.00,35.08597357,,,
48,2017,43070,12593.00,51.22591944,,,
48,2018,43070,13194.00,63.18659449,,,
48,2019,43070,13651.00,72.28148384,,,
48,2020,43070,14758.00,94.31221143,,,
48,2021,43070,13809.00,75.4258876,,,
48,2022,43070,15267.00,100,,,
48,2023,43070,16139.00,100,,,
48,2015,43071,9239.00,0,,,
48,2016,43071,9660.00,0,,,
48,2017,43071,9966.00,0,,,
48,2018,43071,10549.00,10.54768349,,,
48,2019,43071,10734.00,14.22942207,,,
48,2020,43071,11037.00,20.25951282,,,
48,2021,43071,11345.00,26.38911001,,,
48,2022,43071,11730.00,34.05110651,,,
48,2023,43071,12554.00,50.44976915,,,
48,2015,43072,10909.00,17.71214775,,1,
48,2016,43072,11900.00,37.43432574,,1,
48,2017,43072,10354.00,6.666932017,,1,
48,2018,43072,11284.00,25.17513135,,1,
48,2019,43072,11462.00,28.7175609,,1,
48,2020,43072,11057.00,20.65753861,,1,
48,2021,43072,11983.00,39.08613278,,1,
48,2022,43072,13492.00,69.11717879,,1,
48,2023,43072,14435.00,87.88409489,,1,
48,2017,43073,12824.00,55.82311734,,1,
48,2020,43073,16480.00,100,,,
48,2021,43073,17030.00,100,,,
48,2022,43073,17869.00,100,,,
48,2023,43073,17417.00,100,,,
48,2015,43074,11009.00,19.70227671,,,
48,2016,43074,11252.00,24.53829008,,,
48,2017,43074,11790.00,35.24518389,,,
48,2018,43074,12151.00,42.42954943,,,
48,2019,43074,13081.00,60.93774877,,,
48,2020,43074,13023.00,59.78347397,,,
48,2021,43074,13779.00,74.82884891,,,
48,2022,43074,14875.00,96.64066231,,,
48,2023,43074,15751.00,100,,,
48,2019,43075,10656.00,12.67712148,,,
48,2020,43075,11436.00,28.20012737,,,
48,2021,43075,12345.00,46.29039962,,,
48,2022,43075,14775.00,94.65053335,,,
48,2023,43075,14128.00,81.77439898,,,
48,2015,43076,10671.00,12.97564082,,,
48,2016,43076,11144.00,22.3889508,,,
48,2017,43076,11311.00,25.71246617,,,
48,2018,43076,11378.00,27.04585257,,,
48,2019,43076,11766.00,34.76755294,,,
48,2020,43076,12432.00,48.02181181,,,
48,2021,43076,13089.00,61.09695908,,,
48,2022,43076,13409.00,67.46537176,,,
48,2023,43076,14265.00,84.50087566,,,
48,2015,43077,8898.00,0,,,
48,2016,43077,9255.00,0,,,
